text,sentiment
"As an anti-football person, I (on the surface) grudgingly took my younger brother to see this film, although secretly I hoped it might be East is East II. The trailers looked fun so I thought I'd give it a go.<br /><br />It took about ten minutes but after that I was glued to the screen, and that wasn't anything to do with the neck cramp caused by sitting too near the front due to a packed auditorium. The acting was fresh and vibrant, the characters engaging, and the jokes genuinely funny. The entire auditorium was laughing out loud every minute or so. Football fan or no football fan, sport became irrelevant to the main principles of love, friendship, family, independence and rivalry. Add a dash of Sikh culture and you have the formula for the best British comedy I've seen in a long time, dare I say it.... better than East is East.<br /><br />This film trots along nicely at a lovely pace, never dwelling on anything longer than necessary nor leaving anything unfinished, keeping the viewer entertained and mentally engaged. Though not a characteristically twisting-and-turning film, there are some pleasant surprises on the way and things don't always happen as you would expect.<br /><br />Saying that, there were elements of predictability but these were exploited satirically more than used as script-fillers. I suppose depending on your particular penchant for happy-endings you could be either delighted/let down by the ending. Personally, if there was any other outcome I would have written a strongly worded letter to the script writers.<br /><br />As for the actors, I would have to say that Juliet Stevenson (Paula) put in the finest performance. I never knew that people like that existed but she her realism with sometimes bizarre concepts has convinced me that they possibly do! Prize for the most unconvincing (of the main characters) goes, unfortunately, to Kiera Knightley (Jules), but don't get me wrong, even she offered a great performance, it's just that someone has to be last of the best and sorry Kiera, this time you're it.<br /><br />Tip: Don't leave before the credits. Once the lights came back up I realised to my horror that perhaps I shouldn't have watched this film after all. My beloved but forgotten Ice Junkie had melted into a sugary blue juice. Oh, what am I saying, it was absolutely brill and I can't recommend it enough. I will definitely buy it when it comes out and add it to my collection of 3 videos. I'm a student. I only splash out if it's really worth it.",pos
"The long list of ""big"" names in this flick (including the ubiquitous John Mills) didn't bowl me over to the extent that I couldn't judge the film on its actual merits. It is FULL of stereotypes, caricatures, and standard, set scenes, from the humble air-ace hero to the loud-mouthed yank flyer. The music track was such that at one point, about an hour before the end, I thought the film was over: loud, rising crescendo, grand flourish and finish then silence, but then the movie continued! I found no real storyline, haphazard writing, but smartly-pressed uniforms and the pretty Jean Simmons (pre-nose job) with a rousing little ditty. I cannot say that this picture has any of the ingredients which make a film great. I found it maudlin, mawkish and minor.",neg
"This is truly one from the ""Golden Age"" of Hollywood, the kind they do not make anymore. It is an unique, fun movie that keeps you guessing what is going to happen next. <br /><br />All the actors are perfectly cast and they are all great supporting actors. This is the first movie I saw with Ronald Colman in it and I have been a fan of his ever since. Reginald Gardiner has always been a favorite supporting actor of mine and adds a certain quality to every movie he is in. While he played a different kind of character here, he still added something to the movie that another actor cast in this character would not have added.",pos
"Having just recently re-viewed ""Lipstick"" for the first time in a few decades, I backed it with ""Descent"" even though I have heard more negative comments than good from other film friends with tastes as varied as mine.<br /><br />It's interesting to contrast how the unique niche of the Rape Revenge movie has evolved in the past 32 years, from the full-on gore of ""I Spit On Your Grave,"" to the tawdry sensationalism of ""Lipstick,"" to the tasteful handling of the issue in ""The Accused."" But ""Descent,"" though making some important points, never really offers us anything truly new in terms of revelatory meaning. No, ""Descent"" is so poorly made in terms of picture and sound quality that it detracts from any significant message it could hope to make --- a message that, when examined closely, isn't that groundbreaking.<br /><br />I pretty much knew the plot going in. What I wanted to see *was* the ""descent"" or degeneration of Dawson's character. Being a big fan of Rosario's, I was anxious to see the layers being stripped away and her psyche being slowly twisted...you know, the kind of portrayal DeNiro brings to ""Taxi Driver."" Unfortunately, the script and the director/writer's choices don't provide any sort of believable transition.<br /><br />The biggest point of failure is the second act. It became obvious what the filmmaker's intentions were for this segment of club-hopping, drug use, and obsession with big black stallion Adrian (every white boy's nightmare, natch) from a Q&A on the DVD, but this excursion into Dawson's character is never believably rendered. We don't know exactly what the hell she's doing half the time, what she's after, or why she's doing it. The poor quality of the audio/video again don't help, but the sequence is just too damn long and pointless. It destroys any momentum and investment in the lead character set up during the otherwise exceptionally well-done first act. By the time we get to the finale, our interest has already waned.<br /><br />One point of success that Dawson does point out in the Q&A is that by the end ""revenge"" scene we are pumped for retribution, then realize just how drawn-out and ugly the reality is. While that's certainly valid, it doesn't make the scene any more intriguing.<br /><br />If you have the DVD, check out the deleted ""classroom"" scene. This is an excellent 8 minute plus outtake that crackles with energy and provocation (though all verbal) and really DOES show Dawson's slow crack-up materializing as she delightfully vivisects poor Francie Swift's prissy, condescending dorm counselor. If more expository scenes like this had been added and more of the middle third cut down, we might have an interesting psychological study of the impact of senseless acts of violence.<br /><br />As the film stands in the final cut, though, all we get is what we've seen before, only in a more graphic rendering. So what?",neg
"This is not really a zombie film, if we're defining zombies as the dead walking around. Here the protagonist, Armand Louque (played by an unbelievably young Dean Jagger), gains control of a method to create zombies, though in fact, his 'method' is to mentally project his thoughts and control other living people's minds turning them into hypnotized slaves. This is an interesting concept for a movie, and was done much more effectively by Fritz Lang in his series of 'Dr. Mabuse' films, including 'Dr. Mabuse the Gambler' (1922) and 'The Testament of Dr. Mabuse' (1933). Here it is unfortunately subordinated to his quest to regain the love of his former fiancée, Claire Duvall (played by the Anne Heche look alike with a bad hairdo, Dorothy Stone) which is really the major theme.<br /><br />The movie has an intriguing beginning, as Louque is sent on a military archaeological expedition to Cambodia to end the cult of zombies that came from there. At some type of compound (where we get great 30s sets and clothes) he announces his engagement to Claire, and then barely five minutes later, she gives him back his ring declaring her love for his pal, Clifford Greyson (Robert Noland). It's unintentionally funny the way they talk to each other without making eye contact. This would have been a great movie for 'Mystery Science Theater 3000', if they hadn't already roasted it.<br /><br />It's never shown how Louque actually learns the 'zombification' secret, but he then uses it to kill his enemies, create a giant army of rifle carrying soldiers and body guards. We won't see such sheer force of will until John Agar in 'The Brain From Planet Arous' (1957).<br /><br />Finally Claire consents to marry him if he will let Greyson live and return to America. Louque agrees, but actually turns him into one of his hypnotized slaves. On their wedding night he realizes that Claire will only begin to love him if he gives up his 'powers.' To gain her love, he does so, causing the 'revolt' of the title, in which all his slaves awaken and attack his compound and kill him. Greyson embraces Claire, and we seem to be at the end of a parable: ""Whom the gods would destroy, they first make mad."" <br /><br />So really then, it's not that bad of a film, despite the low IMDb rating it currently has. On repeated viewings (?) one can see the artistry in the well formed script! Dean Jagger had yet to develop into a good actor, and is almost unrecognizable in his youngness -- is that really his own hair? We remember him more for his bald, old man roles in 'White Christmas' (1954), 'X The Unknown' (1956) and 'King Creole' (1958). The story borrows a lot of its basic themes from the Halperin brothers better, earlier film 'White Zombie' (1932) in which hapless Robert Frazier (as Charles Beaumont) uses 'zombification' to win the love of Madge Bellamy (as Madeline Parker).<br /><br />If you want real zombie movies (of which there are hundreds!) I'd start with 'White Zombie' (1932), 'King of the Zombies' (1941), 'I Walked with a Zombie' (1943), 'Night of the Living Dead' (1968), 'The Last Man on Earth' (1964) and its two remakes. In the modern era of classy films, there are 'Horror Express' (1972), 'The Serpent and the Rainbow' (1988), '28 Days Later' (2002) and its sequel, as well as many, many, others too numerous to mention.<br /><br />This one is not really a zombie film. Judging this movie on its own terms, it's more of a semi-Gothic romance. As such it ranks a little below some of Universal's bottom billed B horror movies of the late 30s and early 40s. So I'll give it a 5.",neg
"I couldn't agree more with another reviewer that mentioned Jodorowsky.<br /><br />Barney seems to be utterly boring and uninspired ""content-wise"". He can produce eye-candy (and I like candy), but its pretentiousness and fundamental artistic emptiness just diminishes all the joy. <br /><br />I am afraid that many people don't distinguish between similar (but really only on the surface) works of Jodorowsky or even more linear film-makers like Tarkovski or Kubrick (I love 2001 Odyssey and was never bored through the ending scenes...) That kind of art as M.Barney's makes adds confusion and fends off the viewers that could otherwise start to appreciate experimental cinema. Typical empty post-modern ""conceptual"" art. And check his interviews. I just don't buy it, sorry. And so boring. <br /><br />I was never bored seeing Alejandro Jodorowsky's movies, while Drawing Restraint 9 was an utter disappointment. Especially while it offered the possibilities to be something, to actually tell something in a non-linear unorthodox way (like the beginning and the great choreographed dance and preparations for the ship to sail out. Ships ""meeting"" on the sea... Ideas of feces as an object of value(if it was feces). Those ""pearl"" divers... Everything could construct a great surreal movie with some content. But it didn't. ANd those horrible pretentious scenes of dressing up and fake tea ceremony... How vain and fake and philosophically pretentious but empty can it get?<br /><br />I has some great picturesque scenes, but the whole movie became so boring and pretentious and utterly empty and fake that it made me physically sick.<br /><br />And it doesn't have good tempo. I like slow pace movies, but this was just boring in some scenes - because it was pretentious and fake - so I was just forced to witnessed prolonged scenes of artistic vanity...<br /><br />That kind of movies just kill the art and spirit in my view. <br /><br />I want more Jodorowsky!!!",neg
"Justifications for what happened to his movie in terms of distributors and secondary directors, drunks and receptionists doing script rewrites aside, let's just take this movie as it's offered, without extraneous explanations.<br /><br />This movie is God awful. Straight up craptastic. Rather than rehash what may serve as a plot, I'll run a highlight reel of some curious points that made me scratch my head.<br /><br />A class (of 5) take a field trip for a history class to the middle of friggin' nowhere Ireland. These students may be Canadian or American, it's difficult to tell. That it was filmed in a Canadian forest rather than Ireland is rather obvious as well. One student seems to know nothing about history and is basically the ""dumb jock"" character from a number of kick ass 80's movie, except when he channels Randy from Scream. One character may be Chris Klein's stunt double. He has a girlfriend who probably gets killed, but it's never really established if that is true. One character is sullen and removed from her peers...just...cuz... and then there's a blonde girl. Yay blonde girl.<br /><br />Ireland has a population of 2. They're cousins. Gary, who is clearly the same age or younger than the rest of the cast, is called ""sir"" more than once. He's very ominous and wears a knit cap. His cousin is a roughed up porn star with the worst Irish accent to befoul film in my lifetime and most likely beyond.<br /><br />Picturesque Ireland features many Canadian forests and swampy areas and 2 ducks which appear more than once in cut scenes.<br /><br />The producers got a discount on volume fake entrails. Good for them.<br /><br />Unbeknownst to me, horribly inbred freaks have access to brand spanking new hunting knives. Perhaps there's some kind of outdoorsman outlet nearby with a blind and deaf clerk working the register.<br /><br />Also unbeknownst to me, if you inbreed for roughly 600 years, as the story leads us to believe happened, you end up being somewhat lumpy, yet amazingly spry and fairly strong. Genetics are a wonderful game of craps.<br /><br />There may or may not be more than one freak in this film. Reference is made to ""them"" and we see shadows, yet only one odd looking dude is seen ever. And when one odd looking dude is finally killed, apparently all danger is passed. I'm running with my initial assumption that no one thought to outfit a second man in full make up, thus they just used the one. That's what it looks like on screen, anyway.<br /><br />Richard Grieco should be ashamed.<br /><br />Also of note, aside from those shiny new knives, the inbred freaks have access to some posh leather gear, as once Richard Grieco cuts his bonds, there are fresh ones ready for the next sucker who gets tied up...who also then escapes, because the chains give you enough slack to just undo them, making one wonder why they even bother tying anyone up.<br /><br />A dead body in a shack will be maggot-ridden after what I would guess is about 2 hours has passed. Said dead body will also have glasses on, when no characters wore them. Curious.<br /><br />Jenna Jameson appears for no reason from stage left, chats for 2 minutes, vanishes stage left. In the middle of a giant forest. That's not unusual, as Gary can also pop out of nowhere, which is also known as whatever exists in TV land off the screen.<br /><br />Ms. Jameson dies sadly and somehow her clothes vanish like my hopes that this movie wouldn't suck wind.<br /><br />I offer a special nod to the ""Breeder"" character, the poor girl who has been used by the freaks for months (or maybe years) for breeding purposes. The poor girl who still has eye shadow on and emotes on camera with all the passion and conviction of a stuffed chihuahua.<br /><br />The ending of this movie was clearly tacked on by a drunk or someone with a fierce mental disability that has been cultivated and encouraged with excessive gasoline drinking over the years.<br /><br />Apparently this wasn't just random crap I found on the movie network late at night, apparently people have heard of and even followed this movie through it's production. How sad for you all. I have nothing more to say. May God have mercy on us all.",neg
"This is an amazing film, both for the incredibly energy evoked from the frenetic flamenco dancing, and from the unique way that the filmmakers interweave the story of the stage production with the lives of the characters preparing for it. Spellbinding is the only word I can use to describe the experience. This is not 'Bizet's Carmen' by any usual standard. This is not a usual film by any standard. Every nuanced glance, every stomp of the foot, every piece of the music is intertwined so captivatingly that you can't take your eyes off the screen. You don't need to love opera or flamenco(I don't)to be captured, enraptured, enthralled by this film. Subtle and direct; loud and still; One of, if not the best, movies of it's kind, because there are so few like it.",pos
"***LIGHT SPOILER ALERT*** The story sounds good and if you've read the novel, then you're probably expecting a deep and intense movie that could offer some insight for some interesting and insufficiently explored human relationships.<br /><br />True enough, the script tries to do that, the director tries to do that, but the main cast fails miserably. Maria's acting is so dry that lacks any feeling whatsoever, her most intense moments seem almost comical. Sometimes she seems to be nervous due to the camera. Her only really feeling scene is near the end where she gets dumped by her girlfriend.<br /><br />Ioana seems even more tense than Maria and even worse, she doesn't seem natural at all. Maria had the attitude, even if it was artificially pushed towards being obvious, but she had it and her character received some credibility. And to make matters worse, we don't have an insight on her: where does she come from, how come she got involved in the lesbian relationship, how did the relationship evolve? We only get some bits from her parents and their relationship just seems to 'be' there: it has a content and and end, but no beginning. Just like her partner Maria, she has only once scene that is truly touching, the scene where she dumps Maria's character Kiki.<br /><br />Tudor is the only person in this movie (aside from the landlady, great acting there) who manages to prove some acting talent. He has his character's attitude and it fits him. Only once or twice he seems to falter (the scene at his parents' meal, he tries to be obvious when it wasn't necessary at all).<br /><br />I love the story, Tudor Chirila is OK there, the landlady actually acts and Puya delivers his couple of lines with style, but this doesn't save the movie. Too bad, the entire setting had huge potential and the Romanian cinematography could've used a movie on this theme.<br /><br />Oddly enough, the incestuous relationship between brother and sister seems to have more credibility than the no-background no-feeling (well, Maria's spoken interludes are a nice try in this direction) lesbian relationship of Maria and Ioana. I'm quite sorry for spending money on a ticket, I'd rather had watched it from the comfort of my room.",neg
"Contrary to its title, this film offers no spice and thus audience is subjected to a tasteless dish. All Humor appears forced, theatrical, mechanical, staged, reminiscent of those Pakistani plays available on video, including even the mannerisms. Everybody is screaming, shouting and doing odd things for no reason. The premise looks interesting as it is a straight lift from Hollywood's 'Boeing Boeing"". John Abraham who is so natural in almost all his films is a complete misfit here. If we keep morality factor aside, even then the bizarre events looks trite. Akshay Kumar and Paresh Rawal, two experienced stalwarts try hard to lift the film by being natural but in vain. At least, the characters of three girls should be made contrasting in order to bring some interesting elements but sadly here too all of them appears those brainless, buxomed bimbettes (3Bs) who talk, behave and even scream in quite similar fashion. The major hole in the plot is what made the protagonist keep the three girls at his same home pretending that they will never get to know about each other? Just to do some Sex, what else? The same could be done in hundreds of other ways. Therefore so much dramabaazi for no reason is not something audience will digest easily. But surely, great flesh show and tempting promos always gives such films a great initial. Now for those who call it a situational comedy, I call it a pathetic taste. Sense of humor of such cinema going audience is surely gone corrupted and demented to the extent that they are connecting to a sadistic, weird and maddening type of humor, where it is not the characters that they laugh at but rather at themselves and at their own frustrations that look how senseless we have become that in order to laugh we have to bear with such things?",neg
"In my humble opinion, this movie did not receive the recognition it deserved. Robert Redford lives near me here in Provo, Utah, at Sundance. I enjoy most of his work, and this was my favorite. I'm sorry that more people didn't appreciate it. My grandmother was an avid reader and read the book years before it came out on the big screen. She gave it to me to read after we had seen the movie together. The movie and book hit an emotional spot within my heart, and I was weepy for several days after seeing the movie. Sometimes love isn't enough to keep our loved ones from hurting themselves. We see this in our own family relationships, yet our love and our families and their stories endure throughout generations of time. The cinematography was perfect and breathtaking -- I was awed by its beauty and how well it brought to life the words of the author of the book, Norman Maclean, ""But when I am alone in the half light of the canyon, all existence seems to fade to a being with my soul, and memories. And the sounds of the Big Black Foot River, and a four count rhythm, and the hope that a fish will rise. Eventually, all things merge into one, and a river runs through it. The river was cut by the world's great flood and runs over rocks from the basement of time. On some of the rocks are timeless raindrops. Under the rocks are the words, and some of the words are theirs. I am haunted by waters."" These words, taken from the book and spoken at the end of the movie (by Robert Redford who is narrating as Norman Maclean), are basically scripture, in my opinion. Any possible flaws the movie may have are overshadowed by the beauty and grace of the story and the cinematography. It was beautiful!",pos
"The progression of the plot is enough to ""rope one in"" and create curiosity about the outcome. However, ultimately, the feeling that remains is that the producers of the movie forgot to end it. If the intention was to create a perpetual circle (occasionally done in the Twilight Zone), it was too sloppy to view as a positive effort.",neg
"Putting the UFO ""thing"" aside. This was the best documentary I've seen. Factual reporting by Neil and Buzz... a must see. The interviews and reporting are a revelation since most of the information was stamped confidential in 1969 and only released in 2006. No documentary to date has the detail or accuracy for such a brief 47 minutes... The FACTS will blow you away, and you will be left in awe of the risks taken to be the first on the moon... Neil and Buzz are probably the biggest hero's of our time. Ever see a man save his own life? Bet not. Neil saves his life when only mili-seconds separated him from death. Amazing to watch. It is a travesty people have not known all the details assosiated with landing on the moon and the courage those men had when facing certain death, from a failing computer... 10 stars!",pos
"I just recently watched this 1954 movie starring Vincent Price for the first time on Turner Classic Movies. Price portrays Don Gallico, a magician/inventor who is driven to murder when his boss steals several of his magical inventions (and also his wife, portrayed in a brief role by the lovely Eva Gabor). Even though Price is a murderer, I actually found myself rooting for him, he is a sympathetic character who is driven mad by the greedy people around him who keep taking advantage of him.<br /><br />Although this movie doesn't have the ""horror"" factor of some of his more famous roles (such as my favorite, ""House of Wax"") it nonetheless has enough going for it to keep the viewers interest. <br /><br />This is a must for Vincent Price fans.",pos
"Yeti: Curse of the Snow Demon starts aboard a plane full of American high school teens who are on their way to play a football game in Japan, unfortunately during a fierce thunder storm their plane crashes in the Himalayas. Unlucky really. With some dead & some alive the survivors have to think about themselves & decide to wait it out until help comes. However just when they think their luck couldn't get any worse they soon discover that a huge, hairy Yeti type Abominable Snowman creature wants to kill & eat them all. Trapped, cold, starving & fighting for survival will help reach the stranded teens in time?<br /><br />Yeah, with a title like Yeti: Curse of the Snow Demon it can only mean one thing & that is that someone at the Sci-Fi Channel has made yet another 'Creature Feature' although to give these things a bit of variety the Sci-Fi Channel here in the UK are now dubbing them as a 'Beast Feast'! As if that will make any difference. Directed by Paul Ziller one has to say that Yeti: Curse of the Snow Deamon is a terrible film but a somewhat entertaining one at the same time, sure it's bad but it's sort of fun at times too. The basic premise is alright actually, it's a sort of cross between Alive (1993) with it's plane crash & the survivors having to turn cannibal to survive & the excellent gory killer Bigfoot (another legendary hairy monster) exploitation flick Night of the Demon (1980) which I would defend with my last breath & I have to say it's not exactly a marriage made in heaven but as I said it's fun at times if not exactly gripping or well written. The character's are mostly annoying American teens, there's the expected arguing, there's the macho hero, the strong female & the coward who thinks only of himself so there's no prizes for originality. There are some plot holes too, if a plane load of people crash why only send two rangers on foot to search for them? How are you going to dig a large hole & line it with sharpened sticks in the space of ten minutes? Why did the Yeti not kill that bird at the end? It had killed everyone else up to that point so why not her? The 'there are actually two Yeti's running around' twist isn't used to any effect at all either. At least there's a good pace about the film, it certainly moves along at a fair old pace & I never found myself becoming bored with it. There's some moderately gory action & the film does have some fascination in seeing whether the kids are going to survive or not & if they are going to eat their dead mates or not.<br /><br />The one thing you can always say about these Sci-Fi Channel 'Creature Features' or 'Beast Feasts' is that the CGI computer effects will be laugh out loud hilarious & so that proves to be the case yet again. The plane crash at the start looks awful & the Yeti when it's CGI looks simply embarrassing jumping all over the place like it's on a pogo stick. There one or two nice gore scenes including a ripped off arm, a squashed head, a ripped out heart, some dead bodies, some blood splatter & the best bit when the Yeti rips a guy in half & beats him with his own ripped-off legs before biting a big chunk out of them. According to the IMDb the actor playing the Yeti took three & a half hours to get into the suit & the make-up which seems like a long time since it's actually a pretty tatty looking creation. Apparently the original title was Raksha: Curse of the Snow Demon with Raksha meaning demon in Tibetan Sanskrit, so now you know.<br /><br />This has reasonable production values considering the usual Sci-Fi Channel stuff they churn out although the mountain location looks nothing like the harsh, bleak Himalayas & was probably situated near some ski resort somewhere & during a lot of the daytime scenes it actually looks pleasantly warm. The acting isn't that good & I didn't think any of the girls looked that good either which didn't help.<br /><br />Yeti: Curse of the Snow Demon is another terrible Sc-Fi Channel 'Creature Feature' if I am honest that any sane person will not like but if your looking for a bit of horror themed fun then this isn't too bad & there are one or two entertaining moments that make it somewhat watchable even if it's not very good.",neg
"I heard many stories about this film being great... Well, I took my chance when I saw it for a cheap price at Ebay last month.<br /><br />I watched it, and I have only a few comments about it:<br /><br />1) Terrible story-line, 2) Terrible acting, 3) Bad fighting-scenes...<br /><br />I never seen any worse movie in my life so far!! When the storyline is bad, than at least make the fights something more interesting. But BOTH are done ridiculously bad...<br /><br />* The only positive thing about this movie (in my opinion) is Nikki Berwick. God, she looks nice in this movie.<br /><br />That's about it...",neg
"This movie is traditional bollywood fare as far as the star power, sentimentality and love triangle of emotions. What really bothered me about this movie was the makers' absurd notion of surrogate mother. A whore who conceives a child with someone after have sex with the man (of the family desiring a child) is not a surrogate mother. Neither is she a good candidate for a surrogate mother. I have seen Indian movies and television shows that made 10 to 15 years ago that dealt with this issue more intelligently. The whole concept of the movie is ridiculous and absolutely implausible. I realize that most bollywood movies aren't meant to be plausible, but they don't pretend to be either. This movie wants us to emote along with the characters, but this can't done with such a ridiculous, contrived conflict. I would have expected better from Abbas and Mustan.",neg
"The comment by ""eliz7212-1"" hits the proverbial ""nail on the head"" for this turkey of a program. But it is a hoot to watch William Shatner ""cavort"" and ""dance"" (yes, the "" "" marks on the word dance are necessary for what Bill does). This show would be a great skit on SNL or MAD TV - and it does rate a few stars for one viewing, or so, to see Shatner, who seems to have taken ""camp"" to new heights - whether in a role or as himself. But the guy is funny.<br /><br />The girls who are in the cubicle areas with the game data scrolls, will be pretty much out-of-luck when this turkey is canceled - unless there is a revival of the whiskey-a-go-go genre, with a resurrected demand for shapely young women to dance in elevated cages once more.<br /><br />I watched the first contestant, who was annoying, and literally ""dumber than a :post,"" yet through sheer luck, walked away with a quarter mil or so. The second contestant, somewhat more intelligent, but who'd be lucky to gain $1,000 on Jeopardy!, got zonked by the card which requires answering a special question - which he didn't know, and thereby left with zilch.<br /><br />This plethora of game shows, which dangle, and sometimes award, large sums to everyday individuals, are admittedly a cheap effort, overall, to attempt to woo viewers. Even if the host is well-compensated, and they give away six figures in an average episode, I suppose that the revenue versus costs can be favorable - since you don't have a sitcom cast where several stars are getting six or seven figures, per episode, with some big residual deals as well.<br /><br />But I suspect even the better ones will wear thin before long. This one has already pretty much reached this point. I think his offerings, especially with James Spader, and the others on ""Boston Legal"" should give us a satisfying quantity of Bill Shatner's offerings.<br /><br />Again, the above rating is simply appropriate to view Bill hoot and prance, perhaps one time; that should be sufficient.",neg
"<br /><br />Whether any indictment was intended must be taken into consideration. If in the year 2000 there were still rifts of feeling between Caucasian and Afro-Americans in Georgia, such as shown in this film, obviously there remains a somewhat backward mentality among a lot of people out there. It is rather hypocritical, to say the least, if everyone adores Halle Berry, Whoopie Goldberg, Beyoncé, Noemi Campbell, Denzel Washington, Will Smith, et. al., whilst out in the backs there persist manifest racial divides.<br /><br />White grandmother suddenly gets black grand-daughter thrust upon her, only to meet up with black grandfather in a very white social backwater. The story is sweet, not lacking tragic overtones, and eminently predictable as in most of these kinds of TV films, though the final scene has you guessing............ will he? won't he.......?<br /><br />Gena Rowlands in her typical style offers a sincere rendering, and Louis Gossett is a good match for her; the little Penny Bae fortunately does not steal the show.<br /><br />A `nice' way of relaxing after Sunday lunch without having to force your mind too much, though you might just find yourself having a little siesta in the middle of it.",neg
"This movie fails to offer anything new to a genre that has traditionally shown the cross cultural love story underpinned by the politics mid 20th century / pre-WWII India, where the British and their modern ways are bad and the primitive but honest and true Indians are good. Surely such clichéd depictions of the British are rather passé now.<br /><br />Apart from the drama that fuels the second part of the movie the narrative is predictable, the acting is pedestrian and two-dimensional, and the directing obvious and unimaginative.<br /><br />The story really needed to be fleshed out and would certainly have benefited from another half an hour of screen time to give the characters and narrative more depth and give the viewer something to feel some investment in.<br /><br />All in all, rather uninspiring. Oh and Linus Roache just cannot do tragedy - going cross-eyed with emotional pain just doesn't work for me!",neg
"Terrfic film with a slightyly slow start - give it a chance to start cooking. Story builds in interest and complexity. Characters and storyline subvert expectation and cliche at all the right moments. Superb New York City locations - gritty, real - are a fantastic antidote to the commercial imperatives of ""Sex in the City"" - in fact, the entire film is an antidote to the HBO/Hollywood notion of New York City , sex and relationships. It's a rare film that treats its characters so honestly and compassionately. LOVED IT! Great cast with notable performances by Steve Buscemi, Rosario Dawson, and her love interest (forgot his name!).",pos
"Tom the cat, Jerry the mouse, and Spike the Dog (here called Butch, his third name, his second being 'Killer') decide to sign a peace treaty to all love each other. It's weird and a bit unnatural seeing them all buddy buddy like this and their friend's seem to think so too. But by the end thanks to a disagreement over a steak, everything is back to normal and all is how it should be. This short is the second one of three on the new Spotlight DVD to be edited and I have no clue why this one was. This cartoon can be found on disc one of the Spotlight collection DVD of ""Tom & Jerry"" <br /><br />My Grade: B",pos
"WORST MOVIE EVER!!!! Can't believe I wasted 90min of my life watching this crap. The only reason I didn't turn it off was I wanted to see the Gangster dude on the cover and he wasn't even in it talk about False advertising. The people that gave this movie a ten are either Dumb,Stupid or CAST MEMBERS or friends of CAST MEMBERS.<br /><br />I gave it a solid 2 because no one else did<br /><br />I have to write more and I don't even want to. wasting my time talking about this rubbish. Please don't watch it and if you did then vote so this movie can go where it belongs. bottom 100 movies. i can't even tell you how bad it really is. think the worst movie ever that you've seen then times that be ten and thats this movie. It sucked!! If you just think I'm being bitter then watch it I dare You!! This movie should be used to torture war criminals or Terriosts. If they Watch this even two times and they'll be spilling the beans and begging for MERCY!!",neg
"This film show peoples in the middle of the hottest 2 days in Austria. It shows people humiliating other peoples and being cruel to other peoples. It show the inability of people to communicate or talk with others.<br /><br />In the screening I have attended people were leaving in the middle because they could no longer watch the film. And rightly so. Because the film is not and easy one to watch. It has a very depressing message and there isn't any moment of mercy in the film. It is a very cruel movie, not for everyone's taste. You can not speak of terms of enjoyment from this film. It grips you in your throat and never let go and in the end you simply feels breathless because of its intensity.<br /><br />I can not ""recommend"" or ""not recommend"" this film. You should make your own mind based on what I have said earlier. Just be aware that this is not a regular film and it is not for everyone's taste.",pos
"Ummm, please forgive me, but weren't more than half the characters missing? In the original novel, Valjean is a man imprisoned for 19 years for stealing a loaf of bread and then attempting several times to escape. He breaks parole and is pursued relentlessly by the police inspector Javert. Along the way there are MANY characters that weren't in this version. Some worth mentioning would be Fantine, Cosette, M & Mme. Thenardier, Eponine, Marius, Gavroche, and Enjolras. The only character with the same name is Javert. I was confused and frustrated throughout the whole movie, trying to see how it was in any way connected to Victor Hugo's epic novel.",neg
"When you pick a movie I hope one factor you will consider, are the actors in the movie using their fame to influence the moral fabric of our society in a positive or negative way? This is not a political statement this is a moral issue that effects are society. When a comedian/actor makes curl sexual and racist remarks about a teenager and her father we should ask ourselves (do I want to support that behavior)? In this case Mr. Foxx behavior tears at the social fabric that teaches our youth right from wrong, good behavior from bad that loving-kindness is better than hatefulness. Mr. Foxx should remember he is only entertainment and there is a lot of that out there for us to choose from. Saying sorry does not get him off the hook. It will not undue the hurt or remove the bad behavior he spreads to our youth. One way to stop this behavior is to stop being a fan of it. No longer see anything they are part of. We cannot change them but we can stop the fame we give them.",neg
"Director Fred Schepisi(Roxanne) directs this well intentioned, but inferior comedy about Albert Einstein(Matthau) trying to hook his scientific niece(Ryan) up with ordinary guy Tim Robbins in order to get her to relax and enjoy life in the 1950's. To get Ryan to like Robbins, Einstein tries to make Robbins look like a brilliant scientist. The idea is cute, but the film falls flat with corny situations and silly dialogue. Tim Robbins, Meg Ryan, and the terrific supporting cast do their best to keep this silly comedy afloat, but are unable to rescue the film. Its unfortunate that so much talent went into producing such a lackluster movie. I would not recommend to anybody unless they are huge fans of Meg Ryan.",neg
"Although properly warned I actually sat down to watch this movie. In part because I usually give every movie an even break, and because I thought that a single movie couldn't be that bad. I stand corrected. Not even George Kennedy, Barry Bostwick or Ben Stein could save this turkey from sinking like a ton of bricks. Only once during this humor forsaken travesty of a spoof did I laugh. Namely during the Simon says scene. The other jokes are either poorly carried out or simply plain unfunny. And some of them you actually see coming a mile away. This movie just hasn't got what it takes to be a good parody like Airplane! (I+II), Naked Gun (I+II+III), or Scary Movie. They all had A. funny gags, B. good dialog and most important of all C. unforgettable quotes. Men In White has got D. none of the above. To call this movie bad would be a gross understatement. AVOID THIS MOVIE ANYWAY YOU CAN! CONSIDER YOURSELVES WARNED!",neg
